Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
23.66,POS,2023-09-18 02:34:00,51481.71,Laptop,London,Restaurants,0,0,1,429.14,3,Discover,13,4315.13,OTP,0.5578,0,0
200.31,Bank Transfer,2023-06-13 18:16:00,48940.18,Mobile,Sydney,Groceries,0,0,7,208.03,1,Mastercard,122,1067.16,PIN,0.466,1,0
109.97,POS,2023-12-20 10:26:00,12746.65,Laptop,Tokyo,Electronics,0,0,12,317.29,4,Amex,185,2670.91,Password,0.3355,0,1
54.81,ATM Withdrawal,2023-12-06 03:01:00,93291.68,Laptop,Sydney,Clothing,0,0,11,491.29,4,Discover,163,2510.69,OTP,0.1437,0,1
0.67,Bank Transfer,2023-09-13 01:34:00,79266.25,Laptop,Mumbai,Travel,0,0,4,426.77,3,Mastercard,193,319.55,OTP,0.4957,0,0
79.34,ATM Withdrawal,2023-10-04 17:31:00,30206.45,Laptop,London,Clothing,0,0,9,490.94,4,Mastercard,193,3190.49,Password,0.4065,0,1
98.94,ATM Withdrawal,2023-11-28 04:57:00,3661.14,Tablet,London,Electronics,0,0,3,260.82,4,Discover,138,3369.12,PIN,0.5086,0,1
239.49,ATM Withdrawal,2023-09-01 05:22:00,27330.55,Mobile,Mumbai,Electronics,0,0,7,316.53,4,Mastercard,211,1987.1,Biometric,0.0358,1,1
21.9,Online,2023-10-13 06:23:00,25224.77,Laptop,Sydney,Groceries,0,0,10,443.48,2,Amex,28,862.82,PIN,0.0618,0,0
17.87,ATM Withdrawal,2023-06-19 00:35:00,63134.53,Mobile,Mumbai,Travel,0,0,10,105.13,2,Discover,219,585.29,Biometric,0.029,0,0
105.86,ATM Withdrawal,2023-11-11 00:19:00,2129.43,Mobile,New York,Clothing,0,0,6,167.57,2,Mastercard,191,641.25,Password,0.452,0,0
257.51,ATM Withdrawal,2023-10-26 04:13:00,60589.57,Mobile,New York,Travel,0,0,4,118.34,2,Mastercard,233,83.96,OTP,0.6312,0,0
135.89,ATM Withdrawal,2023-10-03 06:03:00,35773.63,Mobile,Mumbai,Groceries,0,0,5,324.14,3,Mastercard,193,4603.25,Biometric,0.2383,0,0
89.19,Bank Transfer,2023-01-09 10:38:00,4656.55,Laptop,Tokyo,Clothing,0,0,10,233.5,2,Discover,209,3213.18,Password,0.3581,0,0
441.88,POS,2023-08-21 04:14:00,25963.58,Tablet,Sydney,Electronics,0,0,3,311.24,1,Discover,169,2980.7,OTP,0.7396,1,0
156.8,POS,2023-01-18 23:54:00,56293.38,Laptop,Mumbai,Electronics,0,0,4,83.71,2,Visa,105,1307.12,Password,0.9265,1,1
175.92,POS,2023-09-12 09:52:00,80648.27,Mobile,Sydney,Electronics,0,0,8,238.08,3,Visa,178,2009.65,Biometric,0.2434,0,0
32.79,Online,2023-06-12 08:59:00,58424.94,Mobile,Mumbai,Travel,0,0,13,389.02,3,Mastercard,96,3820.65,Biometric,0.2455,0,0
4.54,Bank Transfer,2023-06-30 01:31:00,76119.68,Tablet,London,Groceries,0,1,11,211.93,0,Amex,74,2883.1,Biometric,0.9977,1,1
6.69,Online,2023-05-27 09:36:00,11285.7,Mobile,Mumbai,Clothing,0,0,2,449.32,4,Amex,232,2990.3,OTP,0.5612,0,1
194.32,Online,2023-08-10 11:17:00,77830.1,Tablet,New York,Restaurants,0,1,2,400.98,3,Discover,13,1597.26,PIN,0.9348,0,1
95.1,Online,2023-11-23 15:49:00,73033.31,Mobile,New York,Travel,0,0,9,280.64,1,Amex,128,4764.72,Password,0.3037,0,0
20.89,Bank Transfer,2023-09-18 22:05:00,2667.18,Laptop,London,Electronics,0,0,9,370.64,2,Mastercard,136,3908.83,PIN,0.9414,1,1
242.98,ATM Withdrawal,2023-07-25 18:36:00,3142.25,Mobile,Tokyo,Clothing,0,0,8,342.14,3,Amex,94,2694.14,PIN,0.8104,0,0
115.7,Online,2023-12-24 03:46:00,95266.84,Mobile,Sydney,Restaurants,0,0,4,24.97,4,Amex,102,1383.18,OTP,0.4659,0,1
87.24,POS,2023-01-05 09:42:00,8900.61,Mobile,New York,Groceries,0,1,3,241.97,4,Amex,24,3125.31,PIN,0.6972,0,1
35.55,ATM Withdrawal,2023-02-10 11:19:00,70149.32,Laptop,New York,Groceries,0,0,13,322.32,2,Mastercard,50,2512.39,PIN,0.1423,1,0
263.4,Bank Transfer,2023-10-13 19:23:00,54355.6,Tablet,New York,Groceries,0,0,4,348.61,4,Visa,199,850.39,OTP,0.3187,0,1
49.3,Bank Transfer,2023-07-24 21:53:00,55337.45,Laptop,Mumbai,Travel,0,0,6,454.38,1,Discover,191,222.87,OTP,0.9062,0,1
16.06,ATM Withdrawal,2023-10-03 14:41:00,79616.34,Mobile,Tokyo,Clothing,0,0,8,216.22,3,Discover,173,1370.04,Password,0.0189,0,0
131.41,ATM Withdrawal,2023-09-26 09:24:00,33435.58,Tablet,London,Travel,0,0,1,414.4,1,Discover,115,3429.79,PIN,0.0049,0,0
148.9,ATM Withdrawal,2023-09-07 22:56:00,73152.12,Mobile,Tokyo,Electronics,0,1,1,320.01,3,Mastercard,20,3303.91,Password,0.0211,0,0
153.94,ATM Withdrawal,2023-03-28 00:08:00,68647.43,Tablet,London,Groceries,1,0,8,319.26,1,Mastercard,228,2965.77,PIN,0.4326,1,0
7.46,Bank Transfer,2023-08-25 08:59:00,41564.59,Tablet,Tokyo,Clothing,0,0,12,277.09,2,Amex,40,4207.41,Password,0.5275,1,0
360.9,ATM Withdrawal,2023-01-30 22:05:00,70516.74,Mobile,London,Travel,0,0,5,444.7,0,Visa,230,2992.57,Password,0.6864,0,0
7.56,ATM Withdrawal,2023-03-30 03:28:00,36198.73,Laptop,Sydney,Clothing,0,0,10,414.37,0,Amex,18,2479.36,OTP,0.1753,1,0
63.46,Online,2023-06-29 03:15:00,17866.16,Tablet,London,Groceries,0,1,6,361.66,4,Mastercard,139,551.56,OTP,0.2602,0,1
69.9,Online,2023-05-05 14:17:00,69628.01,Mobile,Tokyo,Groceries,0,0,7,446.34,0,Discover,170,1703.62,Password,0.6667,0,0
34.8,POS,2023-07-27 02:04:00,38581.31,Laptop,Tokyo,Electronics,0,0,6,211.47,4,Mastercard,90,3194.59,Password,0.731,0,1
127.39,Online,2023-02-03 08:35:00,55360.84,Mobile,Tokyo,Restaurants,0,0,9,373.47,3,Mastercard,98,3752.07,Biometric,0.8946,0,1
242.98,POS,2023-09-01 19:39:00,66608.12,Laptop,Mumbai,Restaurants,0,0,13,151.24,0,Discover,101,4566.97,OTP,0.1508,1,0
15.12,ATM Withdrawal,2023-11-12 03:52:00,97737.36,Tablet,Tokyo,Electronics,0,0,9,269.5,3,Visa,226,4738.79,PIN,0.826,1,0
29.04,Bank Transfer,2023-12-11 05:33:00,42752.1,Mobile,Mumbai,Restaurants,0,0,3,114.49,4,Visa,207,2252.72,Password,0.9817,0,1
49.08,ATM Withdrawal,2023-02-01 15:59:00,58497.18,Tablet,Mumbai,Restaurants,0,0,14,365.3,0,Discover,144,4413.16,Biometric,0.123,1,0
276.38,Bank Transfer,2023-01-17 14:53:00,70921.66,Mobile,London,Restaurants,0,1,1,329.27,4,Visa,163,2577.29,OTP,0.8913,0,1
11.55,ATM Withdrawal,2023-02-10 08:40:00,71064.19,Laptop,Mumbai,Groceries,1,0,6,131.6,3,Mastercard,84,3594.26,Password,0.6401,0,0
53.78,Online,2023-09-22 21:04:00,52023.14,Mobile,Mumbai,Groceries,0,0,1,58.97,4,Amex,124,927.98,PIN,0.6542,0,1
44.03,Bank Transfer,2023-01-30 10:03:00,82534.06,Laptop,London,Groceries,0,0,14,220.59,2,Visa,226,1673.83,Password,0.242,0,0
30.65,Bank Transfer,2023-01-12 16:24:00,82671.86,Laptop,London,Restaurants,0,0,13,489.72,1,Visa,44,4593.24,OTP,0.2718,0,0
85.26,ATM Withdrawal,2023-08-21 10:18:00,1322.73,Tablet,London,Groceries,1,0,14,93.99,2,Amex,190,2848.61,Biometric,0.1976,1,0
90.59,POS,2023-04-11 14:51:00,1851.73,Mobile,London,Electronics,0,0,11,213.36,3,Visa,203,2116.26,PIN,0.9599,0,1
172.8,POS,2023-08-11 08:26:00,67497.95,Mobile,Tokyo,Clothing,0,0,4,119.44,0,Visa,114,1549.77,Biometric,0.5027,0,0
2.95,ATM Withdrawal,2023-03-30 22:09:00,10819.62,Mobile,New York,Clothing,0,0,3,350.64,2,Discover,202,2221.43,Biometric,0.7083,1,0
123.04,Online,2023-12-16 12:34:00,93112.69,Laptop,Sydney,Clothing,0,0,2,89.23,3,Discover,42,4095.63,Password,0.512,1,0
36.34,Online,2023-08-07 01:38:00,37858.11,Laptop,New York,Clothing,0,0,9,479.22,3,Amex,231,33.11,Biometric,0.5366,0,0
31.26,POS,2023-08-16 12:15:00,69525.72,Tablet,Sydney,Travel,0,0,6,377.98,0,Discover,131,4697.58,Biometric,0.8385,1,0
5.41,ATM Withdrawal,2023-09-07 12:08:00,76027.84,Mobile,London,Clothing,0,0,7,301.72,1,Discover,180,4149.36,Password,0.1104,0,0
385.63,ATM Withdrawal,2023-12-20 23:24:00,5366.6,Tablet,London,Travel,0,0,7,35.5,4,Discover,135,3587.68,PIN,0.0074,1,1
13.65,Bank Transfer,2023-08-16 03:31:00,25182.26,Laptop,Tokyo,Electronics,1,0,3,444.12,4,Amex,22,2312.95,Biometric,0.7993,0,1
187.84,POS,2023-12-24 17:43:00,46485.61,Tablet,Mumbai,Restaurants,1,0,2,35.22,2,Visa,143,3450.77,OTP,0.0014,0,0
26.99,ATM Withdrawal,2023-10-02 19:02:00,18101.33,Laptop,Tokyo,Restaurants,0,0,13,290.8,2,Discover,238,3387.44,PIN,0.2262,0,0
133.63,POS,2023-12-29 04:41:00,81854.79,Tablet,London,Travel,0,0,10,242.58,4,Mastercard,48,665.08,Password,0.1438,0,1
48.85,POS,2023-09-14 09:31:00,74681.74,Tablet,Sydney,Restaurants,0,0,10,308.7,0,Amex,227,4425.07,PIN,0.8853,0,1
25.51,POS,2023-07-17 02:34:00,55833.6,Tablet,London,Travel,1,0,6,226.96,3,Amex,103,4684.06,Biometric,0.5518,0,0
18.23,Online,2023-10-17 20:48:00,17101.58,Mobile,London,Travel,0,0,6,95.18,0,Amex,214,2005.18,Biometric,0.157,0,0
106.34,ATM Withdrawal,2023-06-30 04:03:00,28591.62,Tablet,Sydney,Electronics,0,0,4,196.53,4,Visa,100,3699.31,OTP,0.589,0,1
28.85,POS,2023-05-26 16:45:00,91196.98,Mobile,London,Restaurants,0,0,7,444.93,2,Visa,31,4824.37,OTP,0.4835,0,0
2.74,Online,2023-12-16 02:44:00,9564.78,Mobile,Mumbai,Clothing,0,1,10,313.03,1,Mastercard,18,3916.91,PIN,0.0445,0,0
95.3,Bank Transfer,2023-08-28 10:29:00,95792.98,Laptop,Sydney,Travel,0,0,8,489.22,4,Mastercard,8,448.95,Biometric,0.6532,0,1
178.26,Bank Transfer,2023-03-01 16:34:00,53674.52,Laptop,Tokyo,Restaurants,0,0,4,266.21,1,Amex,193,4989.12,PIN,0.3524,0,0
5.97,Online,2023-02-10 01:19:00,66343.79,Mobile,New York,Clothing,0,0,11,459.0,1,Mastercard,105,524.39,Biometric,0.8031,0,0
170.74,POS,2023-02-22 18:55:00,58894.72,Mobile,Mumbai,Clothing,0,0,5,425.5,3,Amex,6,450.32,PIN,0.6823,0,0
40.39,Online,2023-08-16 20:49:00,89621.67,Tablet,London,Groceries,0,0,4,217.4,2,Mastercard,145,75.58,Password,0.9111,0,1
41.29,Bank Transfer,2023-02-25 06:22:00,17715.66,Mobile,London,Groceries,0,0,14,252.58,2,Discover,224,1508.75,Password,0.0758,0,0
176.03,POS,2023-10-11 13:33:00,49276.16,Mobile,London,Electronics,0,0,13,214.41,2,Amex,182,579.71,OTP,0.2655,0,0
75.94,Online,2023-02-01 02:18:00,6145.69,Laptop,London,Travel,0,0,12,38.49,2,Visa,113,109.28,PIN,0.199,0,0
13.97,POS,2023-09-02 12:24:00,90129.33,Laptop,New York,Clothing,0,0,12,489.61,0,Visa,182,1833.47,OTP,0.4524,0,0
134.88,Online,2023-04-10 14:06:00,65932.98,Mobile,Sydney,Travel,0,0,1,142.81,4,Visa,188,1710.38,Biometric,0.3986,1,1
93.83,Online,2023-04-22 06:13:00,60456.66,Mobile,New York,Clothing,0,0,10,216.68,3,Amex,36,2653.3,OTP,0.9742,1,1
28.15,ATM Withdrawal,2023-09-04 13:09:00,24811.96,Tablet,New York,Electronics,0,0,13,114.09,1,Visa,110,3269.06,OTP,0.9772,1,1
91.39,Online,2023-04-01 18:42:00,45641.99,Mobile,Tokyo,Restaurants,0,0,13,205.9,3,Visa,200,243.96,PIN,0.871,1,1
0.6,ATM Withdrawal,2023-01-25 19:19:00,91836.28,Tablet,Tokyo,Electronics,0,0,10,239.25,2,Visa,84,4720.66,Biometric,0.2682,0,0
140.6,ATM Withdrawal,2023-09-26 17:13:00,13935.49,Tablet,Sydney,Clothing,0,0,9,227.36,1,Mastercard,200,2864.87,PIN,0.7153,0,0
125.98,ATM Withdrawal,2023-05-02 16:27:00,18825.25,Laptop,New York,Restaurants,0,0,12,356.86,2,Discover,57,3055.61,Password,0.6694,1,0
96.72,Bank Transfer,2023-05-03 10:16:00,1931.01,Laptop,New York,Travel,0,0,9,19.53,0,Mastercard,55,3391.74,Password,0.2092,0,0
9.88,Bank Transfer,2023-10-18 06:15:00,83239.62,Tablet,Sydney,Restaurants,0,0,12,471.16,3,Mastercard,57,31.63,Password,0.2913,0,0
53.95,POS,2023-10-30 10:14:00,19977.99,Tablet,Mumbai,Groceries,0,0,6,232.78,1,Mastercard,158,4772.25,PIN,0.6003,1,0
24.12,Online,2023-12-29 04:55:00,41281.1,Laptop,London,Restaurants,1,0,13,452.54,0,Visa,70,1664.05,Biometric,0.1935,0,0
89.55,POS,2023-11-22 00:37:00,11916.4,Laptop,Sydney,Electronics,0,0,5,275.61,4,Amex,140,1638.49,PIN,0.4929,0,1
86.18,Online,2023-09-26 04:09:00,92313.02,Tablet,Sydney,Restaurants,1,0,2,104.8,2,Amex,1,1390.5,Biometric,0.7584,0,0
207.9,POS,2023-10-04 21:55:00,61040.16,Mobile,New York,Groceries,0,0,7,168.18,2,Amex,107,4258.97,PIN,0.7722,0,0
28.15,ATM Withdrawal,2023-09-20 08:20:00,75410.73,Tablet,New York,Electronics,0,1,12,498.22,0,Visa,112,921.69,PIN,0.2857,1,0
78.31,Online,2023-03-30 23:46:00,31076.26,Mobile,London,Electronics,0,0,8,91.86,2,Mastercard,177,267.92,Biometric,0.9074,1,1
240.18,Online,2023-10-08 15:34:00,66629.38,Tablet,Sydney,Clothing,0,0,14,337.68,4,Visa,146,1801.72,OTP,0.0846,1,1
253.73,Bank Transfer,2023-01-22 18:23:00,7729.86,Laptop,Sydney,Groceries,0,0,8,284.56,3,Visa,138,573.67,PIN,0.6018,0,0
25.54,POS,2023-01-25 11:59:00,6141.98,Mobile,Tokyo,Groceries,0,0,6,260.71,1,Visa,13,3786.02,Biometric,0.3522,0,0
23.11,Bank Transfer,2023-05-11 15:19:00,70792.0,Laptop,London,Clothing,0,0,5,443.31,0,Discover,112,4618.67,PIN,0.4666,1,0
228.09,ATM Withdrawal,2023-01-15 10:29:00,77676.47,Mobile,London,Groceries,0,0,3,134.13,1,Amex,22,984.54,OTP,0.4722,0,0
595.84,ATM Withdrawal,2023-10-08 22:01:00,36527.85,Laptop,Sydney,Groceries,0,0,10,468.5,3,Amex,5,4360.15,Password,0.6887,0,0
89.3,ATM Withdrawal,2023-03-26 20:48:00,92077.29,Mobile,Tokyo,Clothing,0,0,6,399.97,4,Visa,120,4129.72,Biometric,0.6987,0,1
471.13,POS,2023-09-19 00:37:00,45470.58,Laptop,London,Clothing,0,0,8,230.69,4,Visa,23,2809.43,PIN,0.759,0,1
19.79,ATM Withdrawal,2023-07-18 07:02:00,43709.46,Laptop,New York,Restaurants,0,0,10,35.58,2,Amex,105,220.39,Biometric,0.6117,0,0
30.94,Online,2023-03-03 02:32:00,65305.36,Mobile,Sydney,Electronics,0,0,10,119.31,1,Discover,97,3543.42,OTP,0.2085,0,0
66.77,POS,2023-03-20 09:14:00,35314.14,Tablet,Mumbai,Restaurants,1,0,9,26.87,3,Discover,57,4722.15,Password,0.9516,0,1
125.52,Bank Transfer,2023-01-11 21:02:00,65378.49,Laptop,Mumbai,Electronics,0,0,7,147.66,1,Visa,132,561.82,PIN,0.5967,1,0
53.92,POS,2023-07-16 16:14:00,78081.79,Laptop,Mumbai,Restaurants,0,0,9,362.31,0,Amex,65,4714.64,PIN,0.4363,1,0
42.79,ATM Withdrawal,2023-08-15 15:08:00,62495.08,Tablet,New York,Restaurants,0,0,3,250.88,3,Visa,219,2369.18,PIN,0.9024,0,1
6.52,ATM Withdrawal,2023-06-07 15:06:00,28122.42,Mobile,Sydney,Clothing,0,0,12,105.81,0,Mastercard,43,1656.26,Biometric,0.884,1,1
103.29,Online,2023-02-09 00:18:00,23672.62,Tablet,New York,Clothing,0,0,13,465.15,0,Amex,201,4942.05,OTP,0.2809,1,0
87.47,ATM Withdrawal,2023-08-09 15:32:00,55854.44,Laptop,Tokyo,Clothing,0,0,1,189.54,4,Visa,221,1648.79,PIN,0.5701,0,1
30.73,Online,2023-01-06 06:01:00,42778.15,Tablet,Sydney,Groceries,0,0,2,492.35,3,Visa,60,2771.13,Password,0.1896,1,0
21.01,ATM Withdrawal,2023-01-24 00:58:00,49314.38,Laptop,Tokyo,Groceries,0,0,10,316.5,2,Amex,31,3743.53,Password,0.8112,0,0
41.79,Bank Transfer,2023-12-05 07:38:00,20313.61,Tablet,London,Travel,0,0,5,191.51,3,Mastercard,63,3801.05,Biometric,0.8659,0,1
236.26,ATM Withdrawal,2023-05-11 09:10:00,76691.38,Tablet,London,Restaurants,0,0,6,268.12,2,Mastercard,8,4640.43,PIN,0.5782,0,0
305.29,Online,2023-06-17 20:13:00,62408.23,Laptop,New York,Electronics,0,0,9,199.88,2,Visa,206,379.78,OTP,0.4834,1,0
93.42,Bank Transfer,2023-03-07 08:25:00,97679.45,Mobile,Sydney,Electronics,1,0,6,444.62,1,Amex,111,131.28,Password,0.9996,1,1
116.82,POS,2023-05-15 10:02:00,40539.04,Tablet,Tokyo,Groceries,0,0,9,116.89,2,Visa,55,2274.68,Password,0.7467,1,0
204.07,Online,2023-09-15 07:39:00,35985.75,Mobile,New York,Groceries,0,1,8,83.32,2,Discover,191,1012.65,PIN,0.8461,0,0
35.03,Online,2023-04-27 12:25:00,9325.64,Tablet,Tokyo,Groceries,0,0,3,321.65,4,Amex,152,1093.87,PIN,0.5175,1,1
230.8,Bank Transfer,2023-07-19 02:30:00,42419.09,Tablet,Sydney,Clothing,0,0,13,129.67,4,Mastercard,67,1536.92,Password,0.0778,1,1
357.72,Online,2023-04-30 23:17:00,70004.55,Mobile,Tokyo,Restaurants,0,0,11,437.94,0,Mastercard,38,3609.01,Password,0.8591,1,1
9.3,Bank Transfer,2023-03-24 10:32:00,96877.5,Tablet,Sydney,Groceries,0,0,7,290.73,0,Amex,119,3430.87,Biometric,0.8717,1,1
10.06,POS,2023-09-18 15:46:00,91340.29,Mobile,Tokyo,Groceries,0,0,10,413.03,2,Visa,96,2341.92,OTP,0.5311,1,0
93.38,Online,2023-07-20 23:13:00,71233.92,Mobile,London,Groceries,0,0,10,64.33,0,Amex,121,2177.53,PIN,0.3369,1,0
90.83,ATM Withdrawal,2023-03-22 15:13:00,66732.4,Laptop,Mumbai,Restaurants,0,0,13,161.63,2,Amex,41,1816.32,OTP,0.6335,0,0
244.93,POS,2023-09-19 06:39:00,48664.73,Tablet,London,Electronics,0,0,10,146.52,3,Discover,174,154.91,PIN,0.8824,1,1
26.32,ATM Withdrawal,2023-04-17 06:04:00,7584.09,Laptop,Sydney,Clothing,0,0,6,143.86,4,Mastercard,186,1513.92,Password,0.1093,1,1
7.38,POS,2023-10-25 15:11:00,13119.48,Tablet,Tokyo,Clothing,0,0,8,443.31,0,Visa,237,2843.62,Biometric,0.2525,1,0
88.26,POS,2023-01-24 12:06:00,10393.33,Mobile,Sydney,Clothing,0,0,5,353.14,1,Amex,25,2673.11,OTP,0.9494,0,1
124.26,Online,2023-01-06 06:42:00,26606.33,Tablet,London,Travel,0,1,14,371.25,2,Amex,155,772.49,Biometric,0.3589,1,0
11.33,ATM Withdrawal,2023-03-14 22:13:00,69855.03,Laptop,Sydney,Groceries,0,0,9,198.9,3,Mastercard,122,4990.9,PIN,0.9641,0,1
97.82,Online,2023-02-20 09:12:00,98035.98,Tablet,Mumbai,Electronics,0,0,12,265.97,4,Visa,137,317.69,PIN,0.6286,1,1
112.31,Online,2023-10-27 07:16:00,88814.82,Laptop,Mumbai,Electronics,0,0,14,248.53,0,Discover,115,2419.36,PIN,0.1626,0,0
16.06,Online,2023-12-05 07:51:00,21501.19,Mobile,London,Electronics,0,0,9,129.92,0,Amex,235,518.06,Biometric,0.3637,0,0
61.41,POS,2023-08-04 14:37:00,32190.3,Mobile,New York,Clothing,0,0,10,456.7,4,Discover,208,2326.55,Biometric,0.8581,0,1
28.88,POS,2023-03-13 12:29:00,64065.07,Mobile,New York,Electronics,0,0,14,367.6,2,Amex,103,813.44,OTP,0.4807,0,0
9.32,POS,2023-06-13 15:15:00,71818.5,Mobile,London,Groceries,0,0,2,108.49,0,Amex,216,735.04,PIN,0.3203,0,0
81.96,Bank Transfer,2023-10-13 02:15:00,64007.86,Tablet,London,Restaurants,0,0,5,404.92,0,Discover,21,2463.35,Biometric,0.8072,0,0
78.04,Bank Transfer,2023-11-20 05:47:00,76819.85,Laptop,Tokyo,Electronics,0,0,11,311.41,1,Discover,200,2257.63,Biometric,0.1123,1,0
27.34,ATM Withdrawal,2023-10-31 06:37:00,69431.33,Laptop,New York,Groceries,0,0,11,307.01,0,Visa,26,4229.65,Password,0.2216,0,0
143.77,Online,2023-03-09 21:25:00,57655.57,Mobile,Tokyo,Travel,0,0,3,233.38,1,Mastercard,178,3148.41,Password,0.425,0,0
25.44,POS,2023-07-31 22:35:00,77404.49,Mobile,Sydney,Restaurants,0,0,10,80.19,3,Visa,217,67.76,PIN,0.1309,1,0
105.35,ATM Withdrawal,2023-11-18 18:22:00,56150.77,Laptop,New York,Clothing,0,0,5,314.44,4,Amex,146,1153.94,Password,0.8889,0,1
90.53,Online,2023-09-20 22:16:00,91785.19,Laptop,Tokyo,Restaurants,0,0,2,225.1,1,Mastercard,185,4798.82,Biometric,0.5209,0,0
281.64,Bank Transfer,2023-04-05 05:16:00,89045.77,Mobile,Mumbai,Clothing,0,0,8,359.8,4,Amex,9,4500.23,PIN,0.0424,0,1
135.0,POS,2023-01-25 04:09:00,53448.38,Mobile,Sydney,Groceries,0,0,2,466.54,1,Amex,51,4729.32,Password,0.0514,0,0
16.7,ATM Withdrawal,2023-05-19 03:18:00,7731.87,Mobile,Tokyo,Travel,0,0,8,402.11,1,Amex,55,2937.2,OTP,0.6501,1,0
90.38,POS,2023-08-23 04:34:00,17087.61,Mobile,London,Electronics,0,0,2,425.74,3,Amex,187,2889.59,Biometric,0.7267,0,0
38.71,Online,2023-05-01 15:22:00,70268.68,Mobile,New York,Travel,0,0,10,162.06,3,Visa,127,3139.14,OTP,0.9338,0,1
185.56,POS,2023-05-25 19:46:00,86531.96,Tablet,New York,Restaurants,0,0,5,296.83,3,Amex,8,1000.35,PIN,0.4949,0,0
88.54,Online,2023-09-22 18:47:00,71707.36,Mobile,London,Groceries,0,0,1,29.97,0,Mastercard,75,661.99,Password,0.6953,0,0
22.85,ATM Withdrawal,2023-05-02 04:57:00,11254.62,Mobile,New York,Electronics,0,0,4,419.55,1,Amex,70,2196.15,OTP,0.9581,1,1
234.24,Bank Transfer,2023-01-28 15:18:00,69746.18,Mobile,Mumbai,Travel,0,0,10,123.41,0,Amex,67,2706.4,OTP,0.8996,0,1
261.28,Online,2023-04-08 20:37:00,18166.59,Mobile,Mumbai,Travel,0,0,9,427.36,2,Amex,103,4709.55,Biometric,0.2135,1,0
157.64,ATM Withdrawal,2023-06-07 18:14:00,93855.43,Tablet,Sydney,Electronics,0,0,7,495.34,1,Visa,198,4222.2,PIN,0.4128,1,0
148.66,Online,2023-07-04 20:44:00,64000.43,Tablet,Tokyo,Restaurants,0,0,13,410.08,0,Amex,80,3979.88,Password,0.7536,0,0
0.89,ATM Withdrawal,2023-09-30 12:04:00,42236.65,Laptop,New York,Restaurants,0,0,12,69.35,0,Mastercard,94,1405.42,Biometric,0.1622,0,0
303.61,Online,2023-12-31 08:57:00,5273.17,Laptop,London,Groceries,0,0,5,430.61,4,Discover,159,3311.63,PIN,0.2374,0,1
117.51,POS,2023-02-01 06:38:00,37148.92,Mobile,Tokyo,Restaurants,0,0,11,413.89,3,Visa,91,79.14,Password,0.7237,1,0
201.52,Online,2023-10-25 02:01:00,63355.04,Tablet,London,Travel,0,0,12,499.68,1,Amex,44,2002.8,OTP,0.4344,0,0
30.99,ATM Withdrawal,2023-07-04 15:56:00,24822.72,Laptop,New York,Travel,0,1,4,77.72,1,Discover,201,2572.91,PIN,0.8222,0,0
40.34,POS,2023-11-15 20:51:00,74301.72,Tablet,Tokyo,Electronics,0,0,3,108.44,2,Mastercard,129,2259.87,Biometric,0.9798,0,1
91.7,Bank Transfer,2023-09-28 20:59:00,49909.75,Laptop,New York,Groceries,0,0,10,470.92,0,Visa,187,2113.49,Biometric,0.9302,0,1
21.61,ATM Withdrawal,2023-01-23 04:43:00,94948.02,Tablet,London,Electronics,0,0,3,365.66,1,Amex,36,3551.27,Password,0.1558,1,0
126.69,POS,2023-01-29 07:18:00,32486.35,Tablet,Mumbai,Electronics,0,0,14,247.71,4,Visa,35,1247.97,Password,0.5614,1,1
150.52,Bank Transfer,2023-09-12 08:59:00,24404.54,Mobile,London,Travel,0,0,3,228.34,3,Amex,166,160.26,PIN,0.5794,0,0
0.35,POS,2023-04-08 03:49:00,63011.91,Laptop,Tokyo,Travel,0,1,12,471.9,1,Discover,16,1226.18,PIN,0.6012,1,0
408.41,ATM Withdrawal,2023-08-02 05:30:00,34198.67,Tablet,London,Restaurants,0,0,5,312.85,0,Visa,86,1301.62,Biometric,0.6907,0,0
379.47,Bank Transfer,2023-09-19 15:36:00,1876.37,Tablet,Sydney,Restaurants,0,0,8,99.65,0,Discover,90,2966.22,Password,0.3539,1,0
133.33,ATM Withdrawal,2023-03-06 14:59:00,67211.34,Laptop,London,Clothing,0,0,1,101.87,2,Amex,113,3652.59,Biometric,0.1157,0,0
180.45,ATM Withdrawal,2023-04-28 19:35:00,73914.39,Tablet,New York,Clothing,0,1,5,477.64,4,Visa,32,2780.88,Biometric,0.6544,1,1
95.67,POS,2023-03-02 15:49:00,54936.48,Mobile,Tokyo,Travel,0,0,1,152.62,1,Amex,238,894.49,OTP,0.4796,0,0
4.27,Online,2023-04-02 14:36:00,68712.61,Tablet,London,Clothing,0,0,7,25.82,1,Amex,13,4340.57,PIN,0.6742,1,0
106.98,Bank Transfer,2023-07-16 16:00:00,29377.86,Tablet,London,Restaurants,0,0,7,204.41,3,Visa,38,2614.81,Password,0.0393,0,0
18.51,ATM Withdrawal,2023-06-08 22:21:00,60280.0,Mobile,New York,Clothing,0,0,14,339.96,1,Discover,142,1570.85,Biometric,0.031,0,0
37.32,POS,2023-10-20 11:54:00,19221.45,Tablet,New York,Restaurants,0,0,4,472.04,2,Visa,52,1281.59,Password,0.9324,0,1
